front,back,Fdown,Bdown,code
576,891,-19,-20,
576,890,-19,-20,
576,887,-19,-20,
576,881,-19,-20,
576,872,-19,-20,
576,862,-19,-20,
576,851,-19,-20,
576,839,-19,-20,
576,828,-19,-20,
576,812,-19,-20,
576,778,-19,-20,
576,646,-19,-20,
576,575,-19,-20,
576,528,-19,-20,
576,469,-19,-20,
576,217,-19,-20,
589,0,-19,,
483,0,-19,,
592,0,-19,,
584,0,-19,,
656,0,-19,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
722,0,-19,,
770,0,-19,,
0,0,,,
0,0,,,
0,0,,,
852,0,-19,,
866,0,-19,,
911,0,-19,,
922,0,-19,,
917,0,-19,,
922,0,-19,,
924,0,-19,,
918,0,-19,,
916,0,-19,,
915,0,-19,,
915,0,-19,,
915,0,-19,,
908,0,-19,,
896,0,-19,,
877,0,-19,,
851,0,-19,,
804,0,-19,,
783,0,-19,,
0,0,,,
0,0,,,
0,0,,,
612,0,-19,,
459,0,-19,,
361,0,-19,,
292,0,-19,,
312,0,-19,,
478,0,-19,,
572,0,-19,,
639,0,-19,,
688,0,-19,,
689,0,-19,,
774,0,-19,,
757,0,-19,,
792,0,-19,,
760,0,-19,,
591,0,-19,,
644,0,-19,,
768,0,-19,,
687,0,-19,,
799,0,-19,,
859,0,-19,,
865,0,-19,,
872,0,-19,,
881,0,-19,,
593,0,-19,,
891,0,-19,,
878,0,-19,,
851,0,-19,,
871,0,-19,,
0,0,,,
749,0,-19,,
734,0,-19,,
645,0,-19,,
0,0,,,
0,0,,,
734,0,-19,,
621,0,-19,,
700,0,-19,,
617,0,-19,,
758,0,-19,,
738,0,-19,,
628,58,-19,,
663,267,-19,,
670,331,-19,,
640,321,-19,,
643,291,-19,,
635,219,-19,,
644,42,-19,,
662,0,-19,,
699,0,-19,,
751,0,-19,,
682,0,-19,,
816,0,-19,,
0,0,,,
0,0,,,
0,0,,,
854,0,-19,,1
849,0,-19,,
0,0,,,
833,0,-19,,
715,0,-19,,
753,0,-19,,
725,0,-19,,
880,0,-19,,
896,0,-19,,
892,0,-19,,
883,0,-19,,
0,0,,,
871,0,-19,,
859,0,-19,,
840,0,-19,,
822,0,-19,,
802,0,-19,,
766,0,-19,,
742,0,-19,,
595,0,-19,,
703,0,-19,,
0,0,,,
0,0,,,
0,0,,,
549,0,,,
478,0,,,
378,0,,,
340,0,,,
345,0,,,
324,0,,,
356,0,,,
0,0,,,
0,0,,,
0,0,,,
323,0,,,
421,0,,,
460,0,,,
538,0,,,
540,0,,,
658,0,-19,,
693,0,-19,,
0,0,,,
750,0,-19,,
888,0,-19,,
712,0,-19,,
870,0,-19,,
875,0,-19,,
880,0,-19,,
734,0,-19,,
775,0,-19,,
560,92,-19,,
505,339,-19,,
566,502,-19,,
566,609,-19,-20,
566,673,-19,-20,
566,709,-19,-20,
566,737,-19,-20,
566,749,-19,-20,
566,755,-19,-20,
566,763,-19,-20,
566,784,-19,-20,
566,807,-19,-20,
566,820,-19,-20,
566,828,-19,-20,
566,840,-19,-20,
566,857,-19,-20,
566,875,-19,-20,
566,887,-19,-20,
566,895,-19,-20,
566,900,-19,-20,
566,901,-19,-20,
566,896,-19,-20,
566,895,-19,-20,
566,898,-19,-20,
566,899,-19,-20,
566,895,-19,-20,
566,885,-19,-20,
566,874,-19,-20,
566,859,-19,-20,
566,821,-19,-20,
566,743,-19,-20,
566,620,-19,-20,
566,528,-19,-20,
566,455,-19,-20,
566,348,-19,-20,
311,144,-19,,
0,5,,,
439,0,,,
299,0,,,
0,0,,,
0,0,,,
0,0,,,
560,0,,,
0,0,,,
0,0,,,
454,0,,,
385,0,,,
299,0,,,
449,0,,,
552,0,,,
533,0,,,
433,0,,,
416,0,,,
459,0,,,
569,0,,,
599,0,-19,,
578,0,-19,,
505,0,-19,,
539,0,-19,,
599,0,-19,,
0,0,,,
509,0,,,
491,0,,,
492,0,,,
453,0,,,
384,0,,,
0,0,,,
0,0,,,
460,0,,,
481,0,,,
0,0,,,
347,0,,,
138,152,,,
138,636,,-20,
138,706,,-20,
138,715,,-20,
138,709,,-20,
138,685,,-20,
138,669,,-20,
138,653,,-20,
138,614,,-20,
138,631,,-20,
138,688,,-20,
138,715,,-20,
138,736,,-20,
138,745,,-20,
138,753,,-20,
138,757,,-20,
138,758,,-20,
138,758,,-20,
138,756,,-20,
138,753,,-20,
138,752,,-20,
138,763,,-20,
138,776,,-20,
138,791,,-20,
138,797,,-20,
138,748,,-20,
138,675,,-20,
138,698,,-20,
138,762,,-20,
138,809,,-20,
138,821,,-20,
138,812,,-20,
138,792,,-20,
138,765,,-20,
138,705,,-20,
138,617,,-20,
138,556,,-20,
138,517,,-20,
138,513,,-20,
138,513,,-20,
138,493,,-20,
138,388,,-20,
138,208,,-20,
591,110,-19,,
710,68,-19,,
750,26,-19,,
689,16,-19,,
809,8,-19,,
787,0,-19,,
864,0,-19,,
883,0,-19,,
897,0,-19,,
862,0,-19,,
729,0,-19,,
875,0,-19,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
902,0,-19,,
919,0,-19,,
767,0,-19,,
934,0,-19,,
910,0,-19,,
926,0,-19,,
927,0,-19,,
932,0,-19,,
779,0,-19,,
949,0,-19,,
950,0,-19,,
932,0,-19,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
824,0,-19,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
926,0,-19,,
0,0,,,
945,0,-19,,
954,0,-19,,
836,0,-19,,
912,0,-19,,
843,0,-19,,
944,0,-19,,
0,0,,,
772,0,-19,,1
833,0,-19,,
853,0,-19,,
951,0,-19,,
955,0,-19,,
952,0,-19,,
953,0,-19,,
955,0,-19,,
897,0,-19,,
0,0,,,
0,0,,,
950,0,-19,,
763,0,-19,,
896,0,-19,,
959,0,-19,,
916,0,-19,,
955,0,-19,,
951,0,-19,,
957,0,-19,,
960,0,-19,,
862,0,-19,,
876,0,-19,,
829,0,-19,,
814,0,-19,,
949,0,-19,,
768,0,-19,,
781,0,-19,,
905,0,-19,,
948,0,-19,,
946,0,-19,,
944,0,-19,,
940,0,-19,,
917,0,-19,,
872,0,-19,,
869,0,-19,,
870,0,-19,,
865,0,-19,,
865,0,-19,,
857,0,-19,,
747,0,-19,,
886,0,-19,,
888,0,-19,,
885,0,-19,,
887,0,-19,,
864,0,-19,,
893,0,-19,,
887,0,-19,,
898,0,-19,,
896,0,-19,,
898,0,-19,,
900,0,-19,,
891,0,-19,,
831,0,-19,,
891,0,-19,,
890,0,-19,,
817,0,-19,,
889,0,-19,,
877,0,-19,,
882,0,-19,,
758,0,-19,,
875,0,-19,,
872,0,-19,,
755,0,-19,,2
739,0,-19,,
770,0,-19,,
723,0,-19,,
792,0,-19,,
770,0,-19,,
728,0,-19,,
799,0,-19,,
768,0,-19,,
740,0,-19,,
775,0,-19,,
814,0,-19,,
817,0,-19,,
830,0,-19,,
823,0,-19,,
804,0,-19,,
817,0,-19,,
828,0,-19,,
778,0,-19,,
813,0,-19,,
849,0,-19,,
848,0,-19,,
842,0,-19,,
828,0,-19,,
831,0,-19,,
835,0,-19,,
832,0,-19,,
832,0,-19,,
831,0,-19,,
830,0,-19,,
832,0,-19,,
846,0,-19,,
868,0,-19,,
875,0,-19,,
827,0,-19,,
789,0,-19,,
854,0,-19,,
757,0,-19,,
784,0,-19,,
781,0,-19,,
883,0,-19,,
863,0,-19,,
831,0,-19,,
0,0,,,
0,0,,,
894,0,-19,,
884,0,-19,,
876,0,-19,,
841,0,-19,,
855,0,-19,,
880,0,-19,,
894,0,-19,,
0,0,,,
882,0,-19,,
871,0,-19,,
712,0,-19,,
869,0,-19,,
852,0,-19,,
846,0,-19,,
831,0,-19,,
831,0,-19,,
857,0,-19,,
751,0,-19,,
858,0,-19,,
858,0,-19,,
784,0,-19,,
733,0,-19,,
861,0,-19,,
814,0,-19,,
674,0,-19,,
750,0,-19,,
847,0,-19,,
848,0,-19,,
871,0,-19,,
874,0,-19,,
874,0,-19,,
865,0,-19,,
675,0,-19,,
840,0,-19,,
819,0,-19,,
732,0,-19,,
860,0,-19,,
683,0,-19,,
777,0,-19,,
731,0,-19,,
591,0,-19,,
628,0,-19,,
662,0,-19,,
672,0,-19,,
613,0,-19,,
628,0,-19,,
532,0,-19,,
604,0,-19,,
639,0,-19,,
0,0,,,
774,0,-19,,
0,0,,,
800,0,-19,,
824,0,-19,,
768,0,-19,,
782,0,-19,,
846,0,-19,,
841,0,-19,,
833,0,-19,,
843,0,-19,,
840,0,-19,,
749,0,-19,,
754,0,-19,,
706,0,-19,,
839,0,-19,,
894,0,-19,,
880,0,-19,,
868,0,-19,,
795,0,-19,,
681,0,-19,,
743,0,-19,,
728,0,-19,,
743,0,-19,,
718,0,-19,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
812,0,-19,,
801,0,-19,,
773,0,-19,,
688,0,-19,,
606,0,-19,,
624,0,-19,,
525,0,-19,,
444,0,-19,,
347,0,-19,,
0,0,,,
0,400,,,
0,699,,-20,
0,730,,-20,
0,793,,-20,
0,834,,-20,
0,853,,-20,
0,860,,-20,
0,861,,-20,
0,862,,-20,
0,865,,-20,
0,871,,-20,
0,876,,-20,
0,878,,-20,
0,879,,-20,
0,881,,-20,
0,883,,-20,
0,884,,-20,
0,885,,-20,
0,883,,-20,
0,883,,-20,
0,882,,-20,
0,881,,-20,
0,880,,-20,
0,878,,-20,
0,876,,-20,
0,873,,-20,
0,875,,-20,
0,874,,-20,
0,870,,-20,
0,866,,-20,
0,867,,-20,
0,868,,-20,
0,869,,-20,
0,867,,-20,
0,863,,-20,
0,862,,-20,
0,864,,-20,
0,868,,-20,
0,870,,-20,
0,869,,-20,
0,866,,-20,
0,863,,-20,
0,864,,-20,
0,867,,-20,
0,869,,-20,
0,873,,-20,
0,874,,-20,
0,877,,-20,
0,872,,-20,
0,875,,-20,
0,878,,-20,
0,880,,-20,
0,878,,-20,
0,877,,-20,
0,876,,-20,
0,874,,-20,
0,873,,-20,
0,866,,-20,
0,856,,-20,
0,850,,-20,
0,845,,-20,
0,845,,-20,
0,845,,-20,
0,820,,-20,
0,770,,-20,
0,730,,-20,
0,683,,-20,
0,714,,-20,
0,766,,-20,
0,818,,-20,
0,835,,-20,
0,840,,-20,
0,848,,-20,
0,863,,-20,
0,875,,-20,
0,888,,-20,
0,889,,-20,
0,877,,-20,
0,861,,-20,
0,708,,-20,
0,592,,-20,
0,478,,-20,
0,469,,-20,
0,441,,-20,
0,458,,-20,
0,451,,-20,
0,599,,-20,
0,669,,-20,
0,619,,-20,
0,687,,-20,
0,726,,-20,
0,766,,-20,
0,809,,-20,
0,834,,-20,
0,836,,-20,
0,835,,-20,
0,806,,-20,
0,805,,-20,
0,834,,-20,
0,828,,-20,
0,824,,-20,
0,830,,-20,
0,839,,-20,
0,843,,-20,
0,841,,-20,
0,831,,-20,
0,839,,-20,
0,845,,-20,
0,834,,-20,
0,834,,-20,
0,842,,-20,
0,845,,-20,
0,835,,-20,
0,829,,-20,
0,823,,-20,
0,834,,-20,
0,818,,-20,
0,799,,-20,
0,795,,-20,
0,784,,-20,
0,735,,-20,
0,653,,-20,
0,620,,-20,
0,629,,-20,
0,636,,-20,
0,664,,-20,
0,658,,-20,
0,675,,-20,
0,701,,-20,
0,697,,-20,
0,691,,-20,
0,699,,-20,
0,711,,-20,
0,735,,-20,
0,750,,-20,
0,751,,-20,
0,741,,-20,
0,748,,-20,
0,743,,-20,
0,734,,-20,
0,733,,-20,
0,737,,-20,
0,739,,-20,
0,744,,-20,
0,746,,-20,
0,749,,-20,
0,752,,-20,
0,754,,-20,
0,751,,-20,
0,748,,-20,
0,738,,-20,
0,729,,-20,
0,733,,-20,
0,740,,-20,
0,743,,-20,
0,745,,-20,
0,752,,-20,
0,756,,-20,
0,761,,-20,
0,772,,-20,
0,779,,-20,
0,781,,-20,
0,782,,-20,
0,783,,-20,
0,781,,-20,
0,782,,-20,
0,782,,-20,
0,782,,-20,
0,782,,-20,
0,783,,-20,
0,785,,-20,
0,786,,-20,
0,789,,-20,
0,794,,-20,
0,797,,-20,
0,795,,-20,
0,795,,-20,
0,797,,-20,
0,797,,-20,
0,798,,-20,
0,799,,-20,
0,801,,-20,
0,805,,-20,
0,806,,-20,
0,806,,-20,
0,805,,-20,
0,802,,-20,
0,797,,-20,
0,792,,-20,
0,784,,-20,
0,780,,-20,
0,777,,-20,
0,776,,-20,
0,774,,-20,
0,771,,-20,
0,758,,-20,
0,745,,-20,
0,725,,-20,
0,642,,-20,
0,600,,-20,
0,557,,-20,
0,564,,-20,
0,565,,-20,
0,573,,-20,
0,580,,-20,
0,385,,-20,
0,284,,-20,
0,338,,-20,
0,379,,-20,
0,370,,-20,
0,334,,-20,
0,329,,-20,
0,386,,-20,
0,384,,-20,
0,358,,-20,
0,344,,-20,
0,337,,-20,
0,352,,-20,
0,360,,-20,
0,399,,-20,
0,505,,-20,
0,585,,-20,
0,740,,-20,
0,800,,-20,
0,829,,-20,
0,856,,-20,
0,857,,-20,
0,849,,-20,
0,840,,-20,
0,842,,-20,
0,847,,-20,
0,851,,-20,
0,856,,-20,
0,860,,-20,
0,862,,-20,
0,865,,-20,
0,869,,-20,
0,874,,-20,
0,879,,-20,
0,881,,-20,
0,883,,-20,
0,885,,-20,
0,892,,-20,
0,896,,-20,
0,895,,-20,
0,888,,-20,
0,884,,-20,
0,875,,-20,
0,821,,-20,
0,806,,-20,
0,814,,-20,
0,823,,-20,
0,826,,-20,
0,829,,-20,
0,832,,-20,
0,835,,-20,
0,839,,-20,
0,844,,-20,
0,848,,-20,
0,857,,-20,
0,864,,-20,
0,865,,-20,
0,867,,-20,
0,868,,-20,
0,868,,-20,
0,867,,-20,
0,868,,-20,
0,866,,-20,
0,864,,-20,
0,867,,-20,
0,868,,-20,
0,868,,-20,
0,869,,-20,
0,866,,-20,
0,864,,-20,
0,862,,-20,
0,862,,-20,
0,862,,-20,
0,860,,-20,
0,859,,-20,
0,856,,-20,
0,854,,-20,
0,853,,-20,
0,849,,-20,
0,845,,-20,
0,842,,-20,
0,839,,-20,
0,839,,-20,
0,840,,-20,
0,842,,-20,
0,843,,-20,
0,842,,-20,
0,838,,-20,
0,835,,-20,
0,837,,-20,
0,840,,-20,
0,841,,-20,
0,840,,-20,
0,833,,-20,
0,812,,-20,
0,797,,-20,
0,771,,-20,
0,715,,-20,
0,626,,-20,
0,582,,-20,
0,565,,-20,
0,581,,-20,
0,567,,-20,
0,796,,-20,
0,811,,-20,
0,857,,-20,
0,888,,-20,
0,901,,-20,
0,908,,-20,
0,911,,-20,
0,910,,-20,
0,910,,-20,
0,909,,-20,
0,899,,-20,
0,876,,-20,
0,837,,-20,
0,804,,-20,
0,780,,-20,
0,769,,-20,
0,767,,-20,
0,767,,-20,
0,758,,-20,
0,750,,-20,
0,738,,-20,
0,729,,-20,
0,724,,-20,
0,716,,-20,
0,721,,-20,
0,733,,-20,
0,761,,-20,
0,787,,-20,
0,796,,-20,
0,800,,-20,
0,800,,-20,
0,797,,-20,
0,796,,-20,
0,796,,-20,
0,796,,-20,
0,796,,-20,
0,795,,-20,
0,795,,-20,
0,795,,-20,
0,794,,-20,
0,792,,-20,
0,791,,-20,
0,791,,-20,
0,790,,-20,
0,788,,-20,
0,786,,-20,
0,783,,-20,
0,783,,-20,
0,785,,-20,
0,785,,-20,
0,786,,-20,
0,779,,-20,
0,769,,-20,
0,762,,-20,
0,759,,-20,
0,759,,-20,
0,766,,-20,
0,770,,-20,
0,777,,-20,
0,788,,-20,
0,791,,-20,
0,789,,-20,
0,783,,-20,
0,771,,-20,
0,758,,-20,
0,745,,-20,
0,745,,-20,
0,746,,-20,
0,746,,-20,
0,749,,-20,
0,751,,-20,
0,753,,-20,
0,754,,-20,
0,758,,-20,
0,759,,-20,
0,759,,-20,
0,759,,-20,
0,757,,-20,
0,756,,-20,
0,754,,-20,
0,755,,-20,
0,758,,-20,
0,758,,-20,
0,762,,-20,
0,766,,-20,
0,767,,-20,
0,765,,-20,
0,762,,-20,
0,758,,-20,
0,756,,-20,
0,752,,-20,
0,753,,-20,
0,754,,-20,
0,755,,-20,
0,757,,-20,
0,757,,-20,
0,757,,-20,
0,758,,-20,
0,760,,-20,
0,763,,-20,
0,766,,-20,
0,767,,-20,
0,770,,-20,
0,774,,-20,
0,780,,-20,
0,784,,-20,
0,785,,-20,
0,786,,-20,
0,788,,-20,
0,789,,-20,
0,789,,-20,
0,789,,-20,
0,789,,-20,
0,790,,-20,
0,790,,-20,
0,790,,-20,
0,786,,-20,
0,765,,-20,
0,756,,-20,
0,756,,-20,
0,742,,-20,
0,712,,-20,
0,672,,-20,
0,638,,-20,
0,595,,-20,
0,540,,-20,
0,518,,-20,
0,484,,-20,
0,482,,-20,
0,488,,-20,
0,377,,-20,
0,374,,-20,
0,351,,-20,
0,316,,-20,
0,281,,-20,
583,6,-19,,
0,3,,,
0,29,,,
0,51,,,
505,13,,,
686,8,-19,,
0,323,,,
0,759,,-20,
0,802,,-20,
0,788,,-20,
0,803,,-20,
0,805,,-20,
0,802,,-20,
0,789,,-20,
0,735,,-20,
0,624,,-20,
0,586,,-20,
0,524,,-20,
0,382,,-20,
0,300,,-20,
0,332,,-20,
0,337,,-20,
0,370,,-20,
0,359,,-20,
0,345,,-20,
0,350,,-20,
0,373,,-20,
0,385,,-20,
0,380,,-20,
0,378,,-20,
0,560,,-20,
0,706,,-20,
0,690,,-20,
0,630,,-20,
0,622,,-20,
0,653,,-20,
0,663,,-20,
0,668,,-20,
0,667,,-20,
0,668,,-20,
0,671,,-20,
0,676,,-20,
0,679,,-20,
0,667,,-20,
0,658,,-20,
0,643,,-20,
0,620,,-20,
0,589,,-20,
0,549,,-20,
0,539,,-20,
0,540,,-20,
0,545,,-20,
0,529,,-20,
0,541,,-20,
0,544,,-20,
0,546,,-20,
0,541,,-20,
0,538,,-20,
0,539,,-20,
0,538,,-20,
0,539,,-20,
0,540,,-20,
0,540,,-20,
0,539,,-20,
0,535,,-20,
0,533,,-20,
0,531,,-20,
0,528,,-20,
0,517,,-20,
0,496,,-20,
0,487,,-20,
0,485,,-20,
0,489,,-20,
0,486,,-20,
0,489,,-20,
0,493,,-20,
0,492,,-20,
0,501,,-20,
0,504,,-20,
0,505,,-20,
0,507,,-20,
0,506,,-20,
0,507,,-20,
0,509,,-20,
0,507,,-20,
0,509,,-20,
0,507,,-20,
0,517,,-20,
0,519,,-20,
0,521,,-20,
0,521,,-20,
0,513,,-20,
0,507,,-20,
0,498,,-20,
0,463,,-20,
0,398,,-20,
0,294,,-20,
0,214,,-20,
0,130,,,
0,107,,,
0,279,,,
681,401,-19,,
681,581,-19,-20,
681,773,-19,-20,
681,862,-19,-20,
681,873,-19,-20,
681,882,-19,-20,
681,886,-19,-20,
681,887,-19,-20,
681,889,-19,-20,
681,888,-19,-20,
681,882,-19,-20,
681,824,-19,-20,
681,689,-19,-20,
681,542,-19,-20,
681,496,-19,-20,
681,489,-19,-20,
681,472,-19,-20,
681,488,-19,-20,
681,480,-19,-20,
681,488,-19,-20,
681,540,-19,-20,
0,20,,,
952,27,-19,,
0,0,,,
824,0,-19,,
802,0,-19,,
769,0,-19,,
865,0,-19,,
893,0,-19,,
927,0,-19,,
953,0,-19,,
957,0,-19,,
955,0,-19,,
962,0,-19,,
964,0,-19,,
950,0,-19,,
929,0,-19,,
0,0,,,
0,0,,,
0,0,,,
743,0,-19,,
851,0,-19,,
734,0,-19,,
0,0,,,
0,0,,,
0,0,,,
470,0,,,
529,0,,,
404,0,,,
339,0,,,
255,0,,,
311,0,,,
522,0,,,
407,0,,,
0,131,,,
576,507,,,
576,762,,-20,
576,768,,-20,
576,739,,-20,
576,774,,-20,
576,782,,-20,
576,765,,-20,
576,752,,-20,
576,752,,-20,
576,763,,-20,
576,771,,-20,
576,700,,-20,
576,577,,-20,
576,432,,-20,
576,236,,-20,
822,55,-19,,
711,0,-19,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
596,116,-19,,
703,278,-19,,
649,418,-19,,
649,730,-19,-20,
649,750,-19,-20,
649,769,-19,-20,
649,771,-19,-20,
649,736,-19,-20,
649,717,-19,-20,
649,712,-19,-20,
649,691,-19,-20,
649,693,-19,-20,
649,698,-19,-20,
649,701,-19,-20,
649,690,-19,-20,
649,689,-19,-20,
649,720,-19,-20,
649,782,-19,-20,
649,825,-19,-20,
649,843,-19,-20,
649,845,-19,-20,
649,810,-19,-20,
649,735,-19,-20,
649,646,-19,-20,
649,568,-19,-20,
649,509,-19,-20,
649,490,-19,-20,
649,470,-19,-20,
0,100,,,
0,0,,,
940,0,-19,,
762,0,-19,,
791,35,-19,,
945,82,-19,,
833,120,-19,,
0,219,,,
0,260,,,
870,308,-19,,
732,311,-19,,
904,328,-19,,
851,343,-19,,
909,356,-19,,
910,390,-19,,
900,419,-19,,
887,463,-19,,
830,491,-19,,
705,511,-19,,
852,517,-19,,
836,528,-19,,
877,534,-19,,
877,546,-19,-20,
877,553,-19,-20,
877,555,-19,-20,
877,559,-19,-20,
877,526,-19,-20,
877,483,-19,-20,
877,452,-19,-20,
877,386,-19,-20,
877,307,-19,-20,
877,216,-19,-20,
877,224,-19,-20,
877,238,-19,-20,
877,310,-19,-20,
877,436,-19,-20,
877,539,-19,-20,
877,609,-19,-20,
877,753,-19,-20,
877,688,-19,-20,
877,669,-19,-20,
877,647,-19,-20,
877,601,-19,-20,
877,586,-19,-20,
877,576,-19,-20,
877,589,-19,-20,
877,594,-19,-20,
877,560,-19,-20,
877,552,-19,-20,
877,545,-19,-20,
877,536,-19,-20,
877,529,-19,-20,
877,474,-19,-20,
877,386,-19,-20,
877,191,-19,-20,
0,0,,,
0,0,,,
746,0,-19,,
789,0,-19,,
854,0,-19,,
885,0,-19,,
906,0,-19,,
928,0,-19,,
945,0,-19,,
950,0,-19,,
884,0,-19,,
949,0,-19,,
0,0,,,
0,0,,,
0,0,,,
724,0,-19,,
758,0,-19,,
646,0,-19,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
810,0,-19,,
947,0,-19,,
0,0,,,
838,0,-19,,
694,0,-19,,
631,0,-19,,
184,0,,,
57,0,,,
51,0,,,
47,0,,,
3,0,,,
0,0,,,
4,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
961,0,-19,,
945,0,-19,,
871,0,-19,,
0,0,,,
851,0,-19,,1
847,0,-19,,
660,0,-19,,
902,0,-19,,
808,0,-19,,
795,0,-19,,
680,0,-19,,
784,0,-19,,
673,0,-19,,
834,0,-19,,
750,0,-19,,
663,0,-19,,
729,0,-19,,
780,0,-19,,
884,0,-19,,
909,0,-19,,
929,0,-19,,
936,0,-19,,
0,0,,,
0,0,,,
926,0,-19,,
920,0,-19,,
862,0,-19,,
578,0,-19,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
903,0,-19,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
99,0,,,
54,0,,,
55,0,,,
0,0,,,
763,0,-19,,
932,0,-19,,
0,0,,,
643,0,-19,,
0,0,,,
900,0,-19,,
0,0,,,
862,0,-19,,1
860,0,-19,,
895,0,-19,,
899,0,-19,,
773,0,-19,,
810,0,-19,,
907,0,-19,,
772,0,-19,,
807,0,-19,,
636,0,-19,,
864,0,-19,,
851,0,-19,,
889,0,-19,,
904,0,-19,,
917,0,-19,,
927,0,-19,,
941,0,-19,,
895,0,-19,,
677,0,-19,,
893,0,-19,,
746,0,-19,,
264,0,-19,,
0,0,,,
52,0,,,
0,0,,,
0,0,,,
960,0,-19,,
962,0,-19,,
842,0,-19,,
822,0,-19,,
845,0,-19,,
879,0,-19,,
960,0,-19,,
962,0,-19,,
965,0,-19,,
936,0,-19,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
922,0,-19,,
964,0,-19,,
961,0,-19,,
904,0,-19,,
823,0,-19,,
854,0,-19,,
0,0,,,
786,0,-19,,
951,0,-19,,
959,0,-19,,
952,0,-19,,
862,0,-19,,
890,0,-19,,
818,0,-19,,
813,0,-19,,
966,0,-19,,
964,0,-19,,
0,0,,,
0,0,,,
0,0,,,
840,0,-19,,
873,0,-19,,
856,0,-19,,
815,0,-19,,
0,0,,,
624,0,-19,,
0,0,,,
0,0,,,
900,0,-19,,1
920,0,-19,,
803,0,-19,,
856,0,-19,,
933,0,-19,,
942,0,-19,,
940,0,-19,,
938,0,-19,,
939,0,-19,,
823,0,-19,,
897,0,-19,,
797,0,-19,,
932,0,-19,,
0,0,,,
723,0,-19,,
912,0,-19,,
928,0,-19,,
938,0,-19,,
941,0,-19,,
812,0,-19,,
896,0,-19,,
0,0,,,
0,0,,,
0,0,,,
1,0,,,
597,0,-19,,
0,222,,,
0,518,,,
0,617,,-20,
0,718,,-20,
0,762,,-20,
0,788,,-20,
0,803,,-20,
0,807,,-20,
0,809,,-20,
0,812,,-20,
0,814,,-20,
0,822,,-20,
0,834,,-20,
0,830,,-20,
0,819,,-20,
0,827,,-20,
0,831,,-20,
0,822,,-20,
0,795,,-20,
0,777,,-20,
0,641,,-20,
0,401,,-20,
788,86,-19,,
699,0,-19,,
435,0,-19,,
323,0,-19,,
260,0,-19,,
162,0,,,
39,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
7,0,,,
47,0,,,
48,0,,,
190,0,,,
56,0,,,
0,0,,,
115,0,,,
124,0,,,
215,0,,,
261,0,,,
426,0,,,
474,0,,,
484,0,,,
495,0,,,
655,0,-19,,
570,0,-19,,
571,0,-19,,
631,0,-19,,
0,0,,,
645,0,-19,,
850,0,-19,,
7,0,,,
898,0,-19,,
943,0,-19,,
0,0,,,
0,0,,,
0,0,,,
950,0,-19,,
937,0,-19,,
932,0,-19,,
912,0,-19,,
685,0,-19,,
797,23,-19,,
797,638,-19,-20,
797,788,-19,-20,
797,800,-19,-20,
797,809,-19,-20,
797,815,-19,-20,
797,815,-19,-20,
797,819,-19,-20,
797,822,-19,-20,
797,823,-19,-20,
797,824,-19,-20,
797,823,-19,-20,
797,823,-19,-20,
797,823,-19,-20,
797,824,-19,-20,
797,823,-19,-20,
797,821,-19,-20,
797,823,-19,-20,
797,829,-19,-20,
797,838,-19,-20,
797,845,-19,-20,
797,848,-19,-20,
797,849,-19,-20,
797,849,-19,-20,
797,850,-19,-20,
797,852,-19,-20,
797,853,-19,-20,
797,855,-19,-20,
797,854,-19,-20,
797,854,-19,-20,
797,853,-19,-20,
797,852,-19,-20,
797,852,-19,-20,
797,849,-19,-20,
797,847,-19,-20,
797,843,-19,-20,
797,842,-19,-20,
797,840,-19,-20,
797,837,-19,-20,
797,831,-19,-20,
797,820,-19,-20,
797,812,-19,-20,
797,807,-19,-20,
797,809,-19,-20,
797,813,-19,-20,
797,816,-19,-20,
797,819,-19,-20,
797,820,-19,-20,
797,822,-19,-20,
797,823,-19,-20,
797,823,-19,-20,
797,819,-19,-20,
797,814,-19,-20,
797,805,-19,-20,
797,787,-19,-20,
797,773,-19,-20,
797,765,-19,-20,
797,779,-19,-20,
797,813,-19,-20,
797,824,-19,-20,
